r,NC,Vc,sigma,n,dsig,NCn
2.2111342443921203,41.8745257306188,149.86381439204683,26.25246484375,5182,6.410474609375001,0.27941718886905
5.59667715749173,32.30672327875557,193.64505366042684,19.841990234375,13172,1.058708007812502,0.1668347456754985
8.982220070591337,28.173977047039713,201.70498925950446,17.72457421875,21029,0.0,0.13967912816867586
12.367762983690946,34.13809430035469,192.6703008047262,14.5291435546875,28822,0.0,0.1771839985600795
15.753305896790556,36.47505380069913,189.33410498435822,13.0749609375,35715,0.0,0.19264914688091986
19.138848809890163,36.23193324192074,190.06243005030748,10.6931298828125,41698,0.0,0.19063174785427367
22.524391722989776,35.228032740725816,196.72916673234215,9.666591796875,44615,-0.1662089843750003,0.17906868272692353
25.909934636089382,32.194925006382235,194.00100994779228,9.413282226562501,49007,-0.25330957031249923,0.1659523577482727
29.295477549188995,27.540343477093895,183.11402118814334,9.83280078125,59892,0.41951855468749955,0.15039997100384325
32.6810204622886,20.942061620287454,176.16700810725695,9.321484375,67138,0.0,0.11887618371504134
36.066563375388206,18.933518785227196,175.36944698032443,8.745363769531249,73557,-0.387583007812502,0.10796361117197023
39.45210628848781,19.92352776235293,180.9060177880422,9.046871582031251,70000,0.0,0.11013192377987255
42.837649201587425,21.38399397703617,182.63770713016365,9.13294677734375,60370,0.3751733398437498,0.11708422271089979
46.22319211468704,21.654168686392335,183.5312643151496,8.757773437500001,56332,0.0,0.11798626662980434
49.60873502778664,24.80996091590984,192.26427972681157,8.014373291015625,47782,0.0,0.12904092716110516
52.99427794088625,25.322686082316526,196.7546429211236,6.3219306640625,34071,-0.911416137695312,0.1287018476736433
56.37982085398586,23.96317404914228,198.93043198182596,6.4523203124999995,21047,0.0,0.12046007144513479
