r,NC,Vc,sigma,n,dsig,NCn
2.300890439726586,48.45193318535639,159.7396792442542,54.98221484375,845,7.769066406249998,0.3033180823611751
5.36329091892076,31.230989564707155,238.80582121874755,47.2131484375,2082,3.355632812499998,0.13077985036260645
8.425691398114934,29.641080162543375,241.21201023595563,40.5018828125,3459,0.0,0.12288393158179901
11.488091877309108,28.314654675795875,236.88514808200233,33.704099609375,4796,0.0,0.11952904141543823
14.55049235650328,26.995658761287526,227.14127230423767,26.906310546875,6094,0.0,0.11884964140347416
17.612892835697455,22.15248589626236,227.06038416790423,21.509654296875002,7496,0.0,0.0975620911478828
20.67529331489163,25.80384140127086,233.44734939690358,19.928017578125,8101,0.0,0.11053388041429232
23.737693794085803,31.62620097039779,232.1385177342302,19.352818359375,8176,0.0,0.13623848932560975
26.800094273279978,34.577011370021594,227.77003672046098,16.429126953125,8108,0.0,0.1518066725012539
29.862494752474152,34.17909507710244,227.65198042583447,14.8299072265625,7059,0.0,0.15013748184034562
32.92489523166832,35.33520897508729,235.40185822782087,11.721387695312501,6718,0.0,0.15010590503023996
35.9872957108625,30.350767057443115,233.51354706944414,7.38647119140625,5325,0.0,0.1299743309899582
39.049696190056665,24.910273904653618,249.5555414071482,4.514755615234375,3744,0.0,0.0998185564792275
42.112096669250846,21.804006491729808,263.74314336979415,2.4970761718750003,2374,-0.7708972167968748,0.08267136810892718
45.17449714844501,20.39372432350381,269.3726874361377,2.5142794189453124,1617,-0.7536939697265628,0.07570821124297804
48.236897627639195,17.10091516883602,272.9595711585281,3.267973388671875,776,0.3768469848632816,0.0626499928038949
51.29929810683336,23.165665393410052,296.7938427376603,4.538604736328125,720,1.2706313476562499,0.0780530525152655
