r,NC,Vc,sigma,n,dsig,NCn
0.8235532985645897,15.613146900291069,56.21135036892972,15.34630029296875,13168,2.64439990234375,0.2777579047259659
2.139745469515644,10.347577258494187,90.2438157809122,12.701900390625001,34231,0.48902880859374953,0.11466245270053
3.455937640466699,8.420477562563644,108.9634586840667,11.7238427734375,55297,0.0,0.07727799451537544
4.772129811417754,8.847611219876296,117.5089675529852,11.233818359375,76303,0.0,0.0752930725553935
6.088321982368807,9.525250303964214,121.59814710205444,10.1456533203125,97385,0.0,0.07833384414953212
7.404514153319862,10.136629044214631,123.23396035421118,9.5222734375,118425,0.0,0.08225515933334394
8.720706324270918,9.611554756458231,125.31514754647142,8.9256962890625,139445,0.0,0.07669906587225551
10.03689849522197,9.122622154478902,126.60904165122737,8.4021982421875,160439,0.0,0.07205348082176614
11.353090666173026,9.136652467113326,129.10748888352458,7.9938684082031255,180726,0.0,0.07076779624577807
12.66928283712408,10.847428430320285,132.30876225435821,7.4853623046875,197295,0.0,0.08198571466844007
13.985475008075134,13.30023687318338,132.64991076115174,7.085582763671875,206789,0.0,0.10026570539600037
15.30166717902619,14.251121592252906,133.74142689806,6.2825209960937505,203536,0.0,0.10655727191482227
16.617859349977245,14.805063760011635,134.10988730036524,5.727939208984376,204467,0.0,0.11039502051666636
17.9340515209283,15.03293259846509,132.94371294207386,5.420861328125,176549,0.0,0.11307742401489289
19.25024369187935,15.420522299098101,130.17525203165994,5.08560791015625,122435,0.0,0.11845970765124905
20.566435862830406,13.299727907666565,132.91134493501198,4.2508642578125,70764,-0.41737182617187507,0.10006465523443141
21.88262803378146,11.850117673939602,133.811103545116,3.711649658203125,44023,-0.5392145996093753,0.08855855276572168
