galaxy,T,n_pts,rmax,model,cap,n_shells,chi2_red,bic
UGCA442,9,8,6.33,einasto,1.0,1,0.0874,10.6593
UGCA442,9,8,6.33,nfw,0.1,1,1.146,13.8353
UGCA442,9,8,6.33,nfw,0.2,1,0.6005,12.1988
UGCA442,9,8,6.33,nfw,0.3,1,0.1892,10.9647
UGCA442,9,8,6.33,nfw,0.4,1,0.1625,10.8848
UGCA442,9,8,6.33,nfw,0.5,1,0.1625,10.8848
UGCA442,9,8,6.33,nfw,0.6,1,0.1625,10.8848
UGCA442,9,8,6.33,nfw,0.7,1,0.1625,10.8848
UGCA442,9,8,6.33,nfw,0.8,1,0.1625,10.8848
UGCA442,9,8,6.33,nfw,0.9,1,0.1625,10.8848
UGCA442,9,8,6.33,nfw,1.0,1,0.1625,10.8848
UGCA444,10,36,2.62,burkert,0.1,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.2,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.3,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.4,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.5,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.6,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.7,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.8,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,0.9,0,0.2177,14.5674
UGCA444,10,36,2.62,burkert,1.0,0,0.2177,14.5674
UGCA444,10,36,2.62,einasto,0.1,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.2,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.3,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.4,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.5,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.6,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.7,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.8,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,0.9,0,0.0593,9.1845
UGCA444,10,36,2.62,einasto,1.0,0,0.0593,9.1845
UGCA444,10,36,2.62,nfw,0.1,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.2,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.3,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.4,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.5,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.6,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.7,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.8,0,0.0601,9.2106
UGCA444,10,36,2.62,nfw,0.9,0,0.0603,9.216
UGCA444,10,36,2.62,nfw,1.0,0,0.0601,9.2106
