galaxy,T,n_pts,rmax,model,alpha,cap,n_shells,chi2,chi2_red,bic,back_p0,back_p1,shell_idx,r_kpc,M_Msun,sigma_over_r,sigma_kpc
UGC08699,2,37,25.7,nfw,,0.1,0,24.5229,0.7007,31.7447,7.20296,11.21883,0,,,,
UGC08699,2,37,25.7,nfw,,0.2,0,24.5229,0.7007,31.7447,7.20296,11.21883,0,,,,
UGC08699,2,37,25.7,nfw,,0.3,0,24.5229,0.7007,31.7447,7.20296,11.21883,0,,,,
UGC08699,2,37,25.7,nfw,,0.4,0,24.5229,0.7007,31.7447,7.20296,11.21883,0,,,,
UGC08699,2,37,25.7,nfw,,0.5,2,1.3145,0.0453,30.2018,5.28764,211.07436,1,1.713,4.5208e+09,0.1788,0.306
UGC08699,2,37,25.7,nfw,,0.5,2,1.3145,0.0453,30.2018,5.28764,211.07436,2,6.46,1.7129e+10,0.1694,1.094
UGC08699,2,37,25.7,nfw,,0.6,2,1.3145,0.0453,30.2018,5.28762,211.07973,1,1.713,4.5208e+09,0.1788,0.306
UGC08699,2,37,25.7,nfw,,0.6,2,1.3145,0.0453,30.2018,5.28762,211.07973,2,6.46,1.7129e+10,0.1694,1.094
UGC08699,2,37,25.7,nfw,,0.7,2,1.3145,0.0453,30.2018,5.28752,211.12606,1,1.713,4.5209e+09,0.1788,0.306
UGC08699,2,37,25.7,nfw,,0.7,2,1.3145,0.0453,30.2018,5.28752,211.12606,2,6.46,1.7129e+10,0.1694,1.094
UGC08699,2,37,25.7,nfw,,0.8,2,1.3145,0.0453,30.2018,5.28735,211.19713,1,1.713,4.5209e+09,0.1788,0.306
UGC08699,2,37,25.7,nfw,,0.8,2,1.3145,0.0453,30.2018,5.28735,211.19713,2,6.46,1.7130e+10,0.1694,1.094
UGC08699,2,37,25.7,nfw,,0.9,2,1.3145,0.0453,30.2018,5.28759,211.09492,1,1.713,4.5208e+09,0.1788,0.306
UGC08699,2,37,25.7,nfw,,0.9,2,1.3145,0.0453,30.2018,5.28759,211.09492,2,6.46,1.7129e+10,0.1694,1.094
UGC08699,2,37,25.7,nfw,,1.0,2,1.3145,0.0453,30.2018,5.28771,211.04327,1,1.713,4.5208e+09,0.1788,0.306
UGC08699,2,37,25.7,nfw,,1.0,2,1.3145,0.0453,30.2018,5.28771,211.04327,2,6.46,1.7128e+10,0.1694,1.094
UGC08699,2,37,25.7,einasto,0.17,0.1,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.2,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.3,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.4,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.5,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.6,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.7,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.8,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,0.9,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC08699,2,37,25.7,einasto,0.17,1.0,0,18.1601,0.5189,25.3819,6.27887,16.52693,0,,,,
UGC09133,2,64,108.31,burkert,,0.1,3,39.5638,0.7465,85.3115,7.454,10.25218,1,8.431,2.8199e+10,0.1,0.843
UGC09133,2,64,108.31,burkert,,0.1,3,39.5638,0.7465,85.3115,7.454,10.25218,2,51.83,1.6215e+11,0.0686,3.555
UGC09133,2,64,108.31,burkert,,0.1,3,39.5638,0.7465,85.3115,7.454,10.25218,3,97.961,2.8768e+11,0.0784,7.677
UGC09133,2,64,108.31,burkert,,0.2,3,33.1142,0.6248,78.8619,7.40893,10.59576,1,8.919,3.7763e+10,0.2,1.784
UGC09133,2,64,108.31,burkert,,0.2,3,33.1142,0.6248,78.8619,7.40893,10.59576,2,51.761,1.6580e+11,0.0709,3.672
UGC09133,2,64,108.31,burkert,,0.2,3,33.1142,0.6248,78.8619,7.40893,10.59576,3,97.985,2.9014e+11,0.0791,7.75
UGC09133,2,64,108.31,burkert,,0.3,3,31.9971,0.6037,77.7448,7.34623,11.1588,1,9.318,4.8111e+10,0.2531,2.358
UGC09133,2,64,108.31,burkert,,0.3,3,31.9971,0.6037,77.7448,7.34623,11.1588,2,51.702,1.6720e+11,0.0722,3.733
UGC09133,2,64,108.31,burkert,,0.3,3,31.9971,0.6037,77.7448,7.34623,11.1588,3,97.971,2.8901e+11,0.0788,7.718
UGC09133,2,64,108.31,burkert,,0.4,3,31.9971,0.6037,77.7448,7.34624,11.15867,1,9.318,4.8111e+10,0.2531,2.358
UGC09133,2,64,108.31,burkert,,0.4,3,31.9971,0.6037,77.7448,7.34624,11.15867,2,51.702,1.6720e+11,0.0722,3.733
UGC09133,2,64,108.31,burkert,,0.4,3,31.9971,0.6037,77.7448,7.34624,11.15867,3,97.971,2.8900e+11,0.0788,7.718
UGC09133,2,64,108.31,burkert,,0.5,3,31.9971,0.6037,77.7448,7.34624,11.15871,1,9.318,4.8112e+10,0.2531,2.358
UGC09133,2,64,108.31,burkert,,0.5,3,31.9971,0.6037,77.7448,7.34624,11.15871,2,51.702,1.6720e+11,0.0722,3.733
UGC09133,2,64,108.31,burkert,,0.5,3,31.9971,0.6037,77.7448,7.34624,11.15871,3,97.971,2.8901e+11,0.0788,7.718
UGC09133,2,64,108.31,burkert,,0.6,3,31.9971,0.6037,77.7448,7.34623,11.15875,1,9.318,4.8112e+10,0.2531,2.358
UGC09133,2,64,108.31,burkert,,0.6,3,31.9971,0.6037,77.7448,7.34623,11.15875,2,51.702,1.6720e+11,0.0722,3.733
UGC09133,2,64,108.31,burkert,,0.6,3,31.9971,0.6037,77.7448,7.34623,11.15875,3,97.971,2.8901e+11,0.0788,7.718
UGC09133,2,64,108.31,burkert,,0.7,3,31.9971,0.6037,77.7448,7.34623,11.15881,1,9.318,4.8113e+10,0.2531,2.358
UGC09133,2,64,108.31,burkert,,0.7,3,31.9971,0.6037,77.7448,7.34623,11.15881,2,51.702,1.6720e+11,0.0722,3.733
UGC09133,2,64,108.31,burkert,,0.7,3,31.9971,0.6037,77.7448,7.34623,11.15881,3,97.971,2.8901e+11,0.0788,7.718
UGC09133,2,64,108.31,burkert,,0.8,3,31.9971,0.6037,77.7448,7.34623,11.15874,1,9.318,4.8112e+10,0.2531,2.358
UGC09133,2,64,108.31,burkert,,0.8,3,31.9971,0.6037,77.7448,7.34623,11.15874,2,51.702,1.6720e+11,0.0722,3.733
UGC09133,2,64,108.31,burkert,,0.8,3,31.9971,0.6037,77.7448,7.34623,11.15874,3,97.971,2.8901e+11,0.0788,7.718
UGC09133,2,64,108.31,burkert,,0.9,3,31.9971,0.6037,77.7448,7.34622,11.15886,1,9.318,4.8114e+10,0.2531,2.358
UGC09133,2,64,108.31,burkert,,0.9,3,31.9971,0.6037,77.7448,7.34622,11.15886,2,51.702,1.6720e+11,0.0722,3.733
UGC09133,2,64,108.31,burkert,,0.9,3,31.9971,0.6037,77.7448,7.34622,11.15886,3,97.971,2.8901e+11,0.0788,7.718
UGC09133,2,64,108.31,burkert,,1.0,3,43.1777,0.8147,88.9254,5.08509,299.99997,1,8.89,8.0536e+10,0.2873,2.555
UGC09133,2,64,108.31,burkert,,1.0,3,43.1777,0.8147,88.9254,5.08509,299.99997,2,22.613,2.3619e+11,0.3791,8.572
UGC09133,2,64,108.31,burkert,,1.0,3,43.1777,0.8147,88.9254,5.08509,299.99997,3,50.391,2.2041e+11,0.0913,4.599
UGC09133,2,64,108.31,nfw,,0.1,4,66.0457,1.3209,124.27,6.39356,29.81152,1,8.467,4.8360e+10,0.1,0.847
UGC09133,2,64,108.31,nfw,,0.1,4,66.0457,1.3209,124.27,6.39356,29.81152,2,19.978,6.0037e+10,0.1,1.998
UGC09133,2,64,108.31,nfw,,0.1,4,66.0457,1.3209,124.27,6.39356,29.81152,3,50.662,1.5906e+11,0.0775,3.928
UGC09133,2,64,108.31,nfw,,0.1,4,66.0457,1.3209,124.27,6.39356,29.81152,4,97.455,2.0763e+11,0.0552,5.382
UGC09133,2,64,108.31,nfw,,0.2,4,39.4674,0.7893,97.6917,6.32291,29.15181,1,8.809,6.2465e+10,0.2,1.762
UGC09133,2,64,108.31,nfw,,0.2,4,39.4674,0.7893,97.6917,6.32291,29.15181,2,21.774,8.8621e+10,0.2,4.355
UGC09133,2,64,108.31,nfw,,0.2,4,39.4674,0.7893,97.6917,6.32291,29.15181,3,51.029,1.9450e+11,0.0896,4.574
UGC09133,2,64,108.31,nfw,,0.2,4,39.4674,0.7893,97.6917,6.32291,29.15181,4,97.809,2.6910e+11,0.0749,7.322
UGC09133,2,64,108.31,nfw,,0.3,4,27.9838,0.5597,86.2082,5.37852,66.80323,1,9.028,8.8130e+10,0.3,2.709
UGC09133,2,64,108.31,nfw,,0.3,4,27.9838,0.5597,86.2082,5.37852,66.80323,2,22.743,1.6334e+11,0.3,6.823
UGC09133,2,64,108.31,nfw,,0.3,4,27.9838,0.5597,86.2082,5.37852,66.80323,3,51.247,2.5022e+11,0.1068,5.473
UGC09133,2,64,108.31,nfw,,0.3,4,27.9838,0.5597,86.2082,5.37852,66.80323,4,97.782,3.1623e+11,0.0916,8.952
UGC09133,2,64,108.31,nfw,,0.4,4,26.6779,0.5336,84.9023,4.26071,290.70401,1,8.845,7.8221e+10,0.2852,2.522
UGC09133,2,64,108.31,nfw,,0.4,4,26.6779,0.5336,84.9023,4.26071,290.70401,2,22.34,2.1596e+11,0.3701,8.268
UGC09133,2,64,108.31,nfw,,0.4,4,26.6779,0.5336,84.9023,4.26071,290.70401,3,51.32,2.6953e+11,0.1102,5.657
UGC09133,2,64,108.31,nfw,,0.4,4,26.6779,0.5336,84.9023,4.26071,290.70401,4,97.962,3.1623e+11,0.0959,9.39
UGC09133,2,64,108.31,nfw,,0.5,4,26.6825,0.5337,84.9069,4.30147,272.33038,1,8.844,7.8150e+10,0.2851,2.521
UGC09133,2,64,108.31,nfw,,0.5,4,26.6825,0.5337,84.9069,4.30147,272.33038,2,22.331,2.1525e+11,0.3699,8.261
UGC09133,2,64,108.31,nfw,,0.5,4,26.6825,0.5337,84.9069,4.30147,272.33038,3,51.321,2.6897e+11,0.1101,5.65
UGC09133,2,64,108.31,nfw,,0.5,4,26.6825,0.5337,84.9069,4.30147,272.33038,4,97.949,3.1623e+11,0.0957,9.375
UGC09133,2,64,108.31,nfw,,0.6,4,26.6774,0.5335,84.9017,4.25553,293.13712,1,8.845,7.8230e+10,0.2852,2.522
UGC09133,2,64,108.31,nfw,,0.6,4,26.6774,0.5335,84.9017,4.25553,293.13712,2,22.341,2.1604e+11,0.3701,8.269
UGC09133,2,64,108.31,nfw,,0.6,4,26.6774,0.5335,84.9017,4.25553,293.13712,3,51.32,2.6960e+11,0.1103,5.658
UGC09133,2,64,108.31,nfw,,0.6,4,26.6774,0.5335,84.9017,4.25553,293.13712,4,97.963,3.1623e+11,0.0959,9.392
UGC09133,2,64,108.31,nfw,,0.7,4,26.6821,0.5336,84.9065,4.29796,273.85002,1,8.844,7.8161e+10,0.2851,2.521
UGC09133,2,64,108.31,nfw,,0.7,4,26.6821,0.5336,84.9065,4.29796,273.85002,2,22.332,2.1531e+11,0.37,8.262
UGC09133,2,64,108.31,nfw,,0.7,4,26.6821,0.5336,84.9065,4.29796,273.85002,3,51.321,2.6902e+11,0.1101,5.651
UGC09133,2,64,108.31,nfw,,0.7,4,26.6821,0.5336,84.9065,4.29796,273.85002,4,97.95,3.1623e+11,0.0957,9.376
UGC09133,2,64,108.31,nfw,,0.8,3,57.2812,1.0808,103.0289,4.57229,299.99881,1,8.79,7.4409e+10,0.2803,2.464
UGC09133,2,64,108.31,nfw,,0.8,3,57.2812,1.0808,103.0289,4.57229,299.99881,2,21.479,1.7524e+11,0.3658,7.857
UGC09133,2,64,108.31,nfw,,0.8,3,57.2812,1.0808,103.0289,4.57229,299.99881,3,50.397,1.7607e+11,0.079,3.981
UGC09133,2,64,108.31,nfw,,0.9,4,26.6815,0.5336,84.9059,4.29309,275.98754,1,8.844,7.8169e+10,0.2851,2.521
UGC09133,2,64,108.31,nfw,,0.9,4,26.6815,0.5336,84.9059,4.29309,275.98754,2,22.333,2.1539e+11,0.37,8.262
UGC09133,2,64,108.31,nfw,,0.9,4,26.6815,0.5336,84.9059,4.29309,275.98754,3,51.321,2.6909e+11,0.1101,5.652
UGC09133,2,64,108.31,nfw,,0.9,4,26.6815,0.5336,84.9059,4.29309,275.98754,4,97.952,3.1623e+11,0.0957,9.378
UGC09133,2,64,108.31,nfw,,1.0,4,26.6816,0.5336,84.9059,4.29337,275.85955,1,8.844,7.8166e+10,0.2851,2.521
UGC09133,2,64,108.31,nfw,,1.0,4,26.6816,0.5336,84.9059,4.29337,275.85955,2,22.333,2.1539e+11,0.37,8.263
UGC09133,2,64,108.31,nfw,,1.0,4,26.6816,0.5336,84.9059,4.29337,275.85955,3,51.321,2.6909e+11,0.1101,5.652
UGC09133,2,64,108.31,nfw,,1.0,4,26.6816,0.5336,84.9059,4.29337,275.85955,4,97.951,3.1623e+11,0.0957,9.378
UGC09133,2,64,108.31,einasto,0.17,0.1,4,72.944,1.4589,131.1684,5.44329,43.22096,1,8.239,4.3392e+10,0.1,0.824
UGC09133,2,64,108.31,einasto,0.17,0.1,4,72.944,1.4589,131.1684,5.44329,43.22096,2,14.493,7.4671e+10,0.1,1.449
UGC09133,2,64,108.31,einasto,0.17,0.1,4,72.944,1.4589,131.1684,5.44329,43.22096,3,49.861,1.6452e+11,0.0894,4.455
UGC09133,2,64,108.31,einasto,0.17,0.1,4,72.944,1.4589,131.1684,5.44329,43.22096,4,97.507,1.7347e+11,0.0457,4.458
UGC09133,2,64,108.31,einasto,0.17,0.2,4,42.9926,0.8599,101.217,5.41862,38.8737,1,8.868,6.6706e+10,0.2,1.774
UGC09133,2,64,108.31,einasto,0.17,0.2,4,42.9926,0.8599,101.217,5.41862,38.8737,2,22.178,1.0502e+11,0.2,4.436
UGC09133,2,64,108.31,einasto,0.17,0.2,4,42.9926,0.8599,101.217,5.41862,38.8737,3,50.857,2.0312e+11,0.094,4.782
UGC09133,2,64,108.31,einasto,0.17,0.2,4,42.9926,0.8599,101.217,5.41862,38.8737,4,97.722,2.5739e+11,0.0727,7.102
UGC09133,2,64,108.31,einasto,0.17,0.3,4,28.139,0.5628,86.3634,4.29556,118.0579,1,9.022,8.8802e+10,0.3,2.707
UGC09133,2,64,108.31,einasto,0.17,0.3,4,28.139,0.5628,86.3634,4.29556,118.0579,2,22.85,1.7005e+11,0.3,6.855
UGC09133,2,64,108.31,einasto,0.17,0.3,4,28.139,0.5628,86.3634,4.29556,118.0579,3,51.207,2.5591e+11,0.1085,5.556
UGC09133,2,64,108.31,einasto,0.17,0.3,4,28.139,0.5628,86.3634,4.29556,118.0579,4,97.967,3.1623e+11,0.0927,9.077
UGC09133,2,64,108.31,einasto,0.17,0.4,4,26.6399,0.5328,84.8642,3.58725,297.79009,1,8.834,7.6941e+10,0.2839,2.508
UGC09133,2,64,108.31,einasto,0.17,0.4,4,26.6399,0.5328,84.8642,3.58725,297.79009,2,22.244,2.0751e+11,0.3696,8.222
UGC09133,2,64,108.31,einasto,0.17,0.4,4,26.6399,0.5328,84.8642,3.58725,297.79009,3,51.335,2.6383e+11,0.1087,5.581
UGC09133,2,64,108.31,einasto,0.17,0.4,4,26.6399,0.5328,84.8642,3.58725,297.79009,4,97.895,3.1623e+11,0.0949,9.287
UGC09133,2,64,108.31,einasto,0.17,0.5,4,26.638,0.5328,84.8624,3.58218,299.99999,1,8.834,7.6950e+10,0.2839,2.508
UGC09133,2,64,108.31,einasto,0.17,0.5,4,26.638,0.5328,84.8624,3.58218,299.99999,2,22.244,2.0762e+11,0.3697,8.223
UGC09133,2,64,108.31,einasto,0.17,0.5,4,26.638,0.5328,84.8624,3.58218,299.99999,3,51.335,2.6388e+11,0.1087,5.582
UGC09133,2,64,108.31,einasto,0.17,0.5,4,26.638,0.5328,84.8624,3.58218,299.99999,4,97.897,3.1623e+11,0.0949,9.288
UGC09133,2,64,108.31,einasto,0.17,0.6,4,26.6386,0.5328,84.8629,3.58367,299.35187,1,8.834,7.6942e+10,0.2839,2.508
UGC09133,2,64,108.31,einasto,0.17,0.6,4,26.6386,0.5328,84.8629,3.58367,299.35187,2,22.244,2.0759e+11,0.3697,8.223
UGC09133,2,64,108.31,einasto,0.17,0.6,4,26.6386,0.5328,84.8629,3.58367,299.35187,3,51.335,2.6386e+11,0.1087,5.582
UGC09133,2,64,108.31,einasto,0.17,0.6,4,26.6386,0.5328,84.8629,3.58367,299.35187,4,97.896,3.1623e+11,0.0949,9.288
UGC09133,2,64,108.31,einasto,0.17,0.7,3,59.8942,1.1301,105.642,3.90912,299.98468,1,8.75,7.1569e+10,0.2777,2.43
UGC09133,2,64,108.31,einasto,0.17,0.7,3,59.8942,1.1301,105.642,3.90912,299.98468,2,21.075,1.5687e+11,0.3623,7.635
UGC09133,2,64,108.31,einasto,0.17,0.7,3,59.8942,1.1301,105.642,3.90912,299.98468,3,50.449,1.6707e+11,0.076,3.835
UGC09133,2,64,108.31,einasto,0.17,0.8,4,26.6381,0.5328,84.8624,3.58219,299.99704,1,8.834,7.6949e+10,0.2839,2.508
UGC09133,2,64,108.31,einasto,0.17,0.8,4,26.6381,0.5328,84.8624,3.58219,299.99704,2,22.244,2.0762e+11,0.3697,8.223
UGC09133,2,64,108.31,einasto,0.17,0.8,4,26.6381,0.5328,84.8624,3.58219,299.99704,3,51.335,2.6388e+11,0.1087,5.582
UGC09133,2,64,108.31,einasto,0.17,0.8,4,26.6381,0.5328,84.8624,3.58219,299.99704,4,97.897,3.1623e+11,0.0949,9.288
UGC09133,2,64,108.31,einasto,0.17,0.9,4,26.6381,0.5328,84.8624,3.58226,299.9637,1,8.834,7.6950e+10,0.2839,2.508
UGC09133,2,64,108.31,einasto,0.17,0.9,4,26.6381,0.5328,84.8624,3.58226,299.9637,2,22.244,2.0762e+11,0.3697,8.223
UGC09133,2,64,108.31,einasto,0.17,0.9,4,26.6381,0.5328,84.8624,3.58226,299.9637,3,51.335,2.6387e+11,0.1087,5.582
UGC09133,2,64,108.31,einasto,0.17,0.9,4,26.6381,0.5328,84.8624,3.58226,299.9637,4,97.897,3.1623e+11,0.0949,9.288
UGC09133,2,64,108.31,einasto,0.17,1.0,4,26.6437,0.5329,84.868,3.59767,293.3107,1,8.834,7.6909e+10,0.2838,2.507
UGC09133,2,64,108.31,einasto,0.17,1.0,4,26.6437,0.5329,84.868,3.59767,293.3107,2,22.242,2.0731e+11,0.3695,8.22
UGC09133,2,64,108.31,einasto,0.17,1.0,4,26.6437,0.5329,84.868,3.59767,293.3107,3,51.336,2.6373e+11,0.1087,5.58
UGC09133,2,64,108.31,einasto,0.17,1.0,4,26.6437,0.5329,84.868,3.59767,293.3107,4,97.891,3.1623e+11,0.0948,9.284
UGC08490,9,30,10.15,burkert,,0.1,1,6.9879,0.2795,23.9939,8.54245,1.11575,1,6.067,2.1907e+09,0.1,0.607
UGC08490,9,30,10.15,burkert,,0.2,1,5.2191,0.2088,22.225,8.58391,1.04458,1,6.192,2.9715e+09,0.2,1.238
UGC08490,9,30,10.15,burkert,,0.3,1,4.2689,0.1708,21.2749,8.62009,0.96823,1,6.223,4.0848e+09,0.3,1.867
UGC08490,9,30,10.15,burkert,,0.4,1,5.341,0.2136,22.347,7.75177,2.70947,1,1.095,1.1209e+09,0.4,0.438
UGC08490,9,30,10.15,burkert,,0.5,1,0.9379,0.0375,17.9439,7.62385,3.08921,1,1.31,1.5433e+09,0.5,0.655
UGC08490,9,30,10.15,burkert,,0.6,1,0.7975,0.0319,17.8035,7.6501,2.99867,1,1.307,1.5018e+09,0.5277,0.69
UGC08490,9,30,10.15,burkert,,0.7,1,0.7975,0.0319,17.8035,7.6501,2.99867,1,1.307,1.5018e+09,0.5277,0.69
UGC08490,9,30,10.15,burkert,,0.8,1,0.7975,0.0319,17.8035,7.6501,2.99867,1,1.307,1.5018e+09,0.5277,0.69
UGC08490,9,30,10.15,burkert,,0.9,1,0.7975,0.0319,17.8035,7.6501,2.99867,1,1.307,1.5018e+09,0.5277,0.69
UGC08490,9,30,10.15,burkert,,1.0,1,0.7975,0.0319,17.8035,7.6501,2.99867,1,1.307,1.5018e+09,0.5277,0.69
UGC08490,9,30,10.15,nfw,,0.1,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.2,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.3,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.4,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.5,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.6,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.7,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.8,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,0.9,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,nfw,,1.0,0,3.1479,0.1124,9.9503,7.66017,3.18665,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.1,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.2,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.3,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.4,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.5,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.6,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.7,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.8,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,0.9,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGC08490,9,30,10.15,einasto,0.17,1.0,0,6.3945,0.2284,13.1969,6.82588,4.11171,0,,,,
UGCA442,9,8,6.33,burkert,,0.1,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.2,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.3,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.4,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.5,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.6,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.7,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.8,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,0.9,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,burkert,,1.0,0,3.6808,0.6135,7.8397,7.50697,2.84231,0,,,,
UGCA442,9,8,6.33,nfw,,0.1,1,3.4381,1.146,13.8353,6.00375,20.46867,1,2.984,6.4201e+08,0.1,0.298
UGCA442,9,8,6.33,nfw,,0.2,1,1.8016,0.6005,12.1988,5.85568,25.86768,1,2.884,7.6170e+08,0.2,0.577
UGCA442,9,8,6.33,nfw,,0.3,1,0.5675,0.1892,10.9647,5.63677,34.30449,1,3.093,1.2399e+09,0.3,0.928
UGCA442,9,8,6.33,nfw,,0.4,1,0.4876,0.1625,10.8848,5.23091,71.66063,1,3.126,1.4792e+09,0.3307,1.034
UGCA442,9,8,6.33,nfw,,0.5,1,0.4876,0.1625,10.8848,5.23067,71.69582,1,3.126,1.4793e+09,0.3307,1.034
UGCA442,9,8,6.33,nfw,,0.6,1,0.4876,0.1625,10.8848,5.23102,71.64488,1,3.126,1.4792e+09,0.3307,1.034
UGCA442,9,8,6.33,nfw,,0.7,1,0.4876,0.1625,10.8848,5.23087,71.66764,1,3.126,1.4792e+09,0.3307,1.034
UGCA442,9,8,6.33,nfw,,0.8,1,0.4876,0.1625,10.8848,5.23075,71.6847,1,3.126,1.4792e+09,0.3307,1.034
UGCA442,9,8,6.33,nfw,,0.9,1,0.4876,0.1625,10.8848,5.23075,71.68426,1,3.126,1.4793e+09,0.3307,1.034
UGCA442,9,8,6.33,nfw,,1.0,1,0.4876,0.1625,10.8848,5.23065,71.6987,1,3.126,1.4793e+09,0.3307,1.034
UGCA442,9,8,6.33,einasto,0.17,0.1,1,2.4155,0.8052,12.8127,4.88289,41.82439,1,2.983,5.9682e+08,0.1,0.298
UGCA442,9,8,6.33,einasto,0.17,0.2,1,1.1822,0.3941,11.5794,4.81503,45.59665,1,2.934,7.2637e+08,0.2,0.587
UGCA442,9,8,6.33,einasto,0.17,0.3,1,0.3417,0.1139,10.739,4.71609,47.99262,1,3.184,1.2255e+09,0.3,0.955
UGCA442,9,8,6.33,einasto,0.17,0.4,1,0.2621,0.0874,10.6593,4.43358,74.0035,1,3.225,1.5366e+09,0.3427,1.105
UGCA442,9,8,6.33,einasto,0.17,0.5,1,0.2621,0.0874,10.6593,4.43357,74.00522,1,3.225,1.5366e+09,0.3428,1.105
UGCA442,9,8,6.33,einasto,0.17,0.6,1,0.2621,0.0874,10.6593,4.43357,74.00521,1,3.225,1.5366e+09,0.3428,1.105
UGCA442,9,8,6.33,einasto,0.17,0.7,1,0.2621,0.0874,10.6593,4.43356,74.00595,1,3.225,1.5366e+09,0.3428,1.105
UGCA442,9,8,6.33,einasto,0.17,0.8,1,0.2621,0.0874,10.6593,4.43357,74.00523,1,3.225,1.5366e+09,0.3428,1.105
UGCA442,9,8,6.33,einasto,0.17,0.9,1,0.2621,0.0874,10.6593,4.43357,74.00527,1,3.225,1.5366e+09,0.3428,1.105
UGCA442,9,8,6.33,einasto,0.17,1.0,1,0.2621,0.0874,10.6593,4.43357,74.00504,1,3.225,1.5366e+09,0.3428,1.105
UGC12506,6,31,49.99,burkert,,0.1,1,7.0349,0.2706,24.2048,7.76754,7.91106,1,1.0,1.5988e+10,0.1,0.1
UGC12506,6,31,49.99,burkert,,0.2,1,4.2532,0.1636,21.4232,7.79338,7.70892,1,1.052,1.4359e+10,0.1997,0.21
UGC12506,6,31,49.99,burkert,,0.3,1,4.2513,0.1635,21.4212,7.79314,7.71075,1,1.226,1.4378e+10,0.3,0.368
UGC12506,6,31,49.99,burkert,,0.4,1,2.8593,0.11,20.0293,8.69265,2.30518,1,23.243,2.5085e+11,0.4,9.297
