galaxy,T,n_pts,rmax,model,alpha,cap,n_shells,chi2,chi2_red,bic,back_p0,back_p1,shell_idx,r_kpc,M_Msun,sigma_over_r,sigma_kpc
DDO170,10,8,12.33,burkert,,0.1,1,3.0336,1.0112,13.4308,7.23946,3.63583,1,11.001,1.3465e+09,0.0165,0.181
DDO170,10,8,12.33,burkert,,0.2,1,3.0336,1.0112,13.4308,7.23946,3.63583,1,11.124,1.3466e+09,0.028,0.312
DDO170,10,8,12.33,burkert,,0.3,1,2.4415,0.8138,12.8387,6.38672,11.91726,1,3.513,1.7810e+09,0.3,1.054
DDO170,10,8,12.33,burkert,,0.4,1,1.085,0.3617,11.4822,6.1006,25.43683,1,3.866,2.4957e+09,0.3734,1.443
DDO170,10,8,12.33,burkert,,0.5,1,1.085,0.3617,11.4822,6.1006,25.4363,1,3.866,2.4957e+09,0.3733,1.443
DDO170,10,8,12.33,burkert,,0.6,1,1.085,0.3617,11.4822,6.1006,25.43665,1,3.866,2.4957e+09,0.3734,1.443
DDO170,10,8,12.33,burkert,,0.7,1,1.085,0.3617,11.4822,6.1006,25.43702,1,3.866,2.4957e+09,0.3734,1.443
DDO170,10,8,12.33,burkert,,0.8,1,1.085,0.3617,11.4822,6.1006,25.43701,1,3.866,2.4957e+09,0.3734,1.443
DDO170,10,8,12.33,burkert,,0.9,1,1.085,0.3617,11.4822,6.1006,25.43682,1,3.866,2.4957e+09,0.3734,1.443
DDO170,10,8,12.33,burkert,,1.0,1,1.085,0.3617,11.4822,6.1006,25.43671,1,3.866,2.4957e+09,0.3734,1.443
DDO170,10,8,12.33,nfw,,0.1,1,1.6145,0.5382,12.0117,5.2987,54.14793,1,3.478,1.0073e+09,0.1,0.348
DDO170,10,8,12.33,nfw,,0.2,1,1.4801,0.4934,11.8773,5.16733,68.55385,1,3.618,1.1104e+09,0.2,0.724
DDO170,10,8,12.33,nfw,,0.3,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,nfw,,0.4,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,nfw,,0.5,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,nfw,,0.6,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,nfw,,0.7,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,nfw,,0.8,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,nfw,,0.9,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,nfw,,1.0,1,1.2016,0.4005,11.5988,4.43688,300.0,1,3.739,1.4109e+09,0.2753,1.029
DDO170,10,8,12.33,einasto,0.17,0.1,1,1.6376,0.5459,12.0348,4.25647,94.8724,1,3.476,9.5871e+08,0.1,0.348
DDO170,10,8,12.33,einasto,0.17,0.2,1,1.5627,0.5209,11.96,4.17534,108.81913,1,3.601,1.0455e+09,0.2,0.72
DDO170,10,8,12.33,einasto,0.17,0.3,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
DDO170,10,8,12.33,einasto,0.17,0.4,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
DDO170,10,8,12.33,einasto,0.17,0.5,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
DDO170,10,8,12.33,einasto,0.17,0.6,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
DDO170,10,8,12.33,einasto,0.17,0.7,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
DDO170,10,8,12.33,einasto,0.17,0.8,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
DDO170,10,8,12.33,einasto,0.17,0.9,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
DDO170,10,8,12.33,einasto,0.17,1.0,1,1.3119,0.4373,11.7091,3.63923,300.0,1,3.686,1.4748e+09,0.2996,1.104
F571-V1,7,7,13.59,burkert,,0.1,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.2,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.3,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.4,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.5,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.6,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.7,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.8,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,0.9,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,burkert,,1.0,0,0.1569,0.0314,4.0487,7.24648,5.44009,0,,,,
F571-V1,7,7,13.59,nfw,,0.1,0,1.5939,0.3188,5.4857,6.06089,26.16319,0,,,,
F571-V1,7,7,13.59,nfw,,0.2,0,1.5939,0.3188,5.4857,6.06089,26.16327,0,,,,
F571-V1,7,7,13.59,nfw,,0.3,0,1.5939,0.3188,5.4857,6.06089,26.16326,0,,,,
F571-V1,7,7,13.59,nfw,,0.4,0,1.5939,0.3188,5.4857,6.06089,26.16319,0,,,,
F571-V1,7,7,13.59,nfw,,0.5,0,1.5939,0.3188,5.4857,6.06089,26.16316,0,,,,
F571-V1,7,7,13.59,nfw,,0.6,0,1.5939,0.3188,5.4857,6.06089,26.16323,0,,,,
F571-V1,7,7,13.59,nfw,,0.7,0,1.5939,0.3188,5.4857,6.06089,26.16324,0,,,,
F571-V1,7,7,13.59,nfw,,0.8,0,1.5939,0.3188,5.4857,6.06089,26.16321,0,,,,
F571-V1,7,7,13.59,nfw,,0.9,0,1.5939,0.3188,5.4857,6.06089,26.16318,0,,,,
F571-V1,7,7,13.59,nfw,,1.0,0,1.5939,0.3188,5.4857,6.06089,26.16323,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.1,0,1.5792,0.3158,5.471,4.85105,61.40184,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.2,0,1.5792,0.3158,5.471,4.85105,61.40196,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.3,0,1.5792,0.3158,5.471,4.85105,61.40195,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.4,0,1.5792,0.3158,5.471,4.85105,61.4019,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.5,0,1.5792,0.3158,5.471,4.85105,61.40195,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.6,0,1.5792,0.3158,5.471,4.85105,61.40198,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.7,0,1.5792,0.3158,5.471,4.85105,61.40195,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.8,0,1.5792,0.3158,5.471,4.85105,61.40196,0,,,,
F571-V1,7,7,13.59,einasto,0.17,0.9,0,1.5792,0.3158,5.471,4.85105,61.40195,0,,,,
F571-V1,7,7,13.59,einasto,0.17,1.0,0,1.5792,0.3158,5.471,4.85105,61.40203,0,,,,
DDO168,10,10,4.12,burkert,,0.1,1,5.7008,1.1402,17.2137,7.35225,2.92261,1,2.136,5.7034e+08,0.1,0.214
DDO168,10,10,4.12,burkert,,0.2,1,2.5448,0.509,14.0577,7.21984,2.78637,1,2.203,9.4938e+08,0.2,0.441
DDO168,10,10,4.12,burkert,,0.3,1,2.3163,0.4633,13.8293,7.12492,2.61332,1,2.262,1.2068e+09,0.2339,0.529
DDO168,10,10,4.12,burkert,,0.4,1,2.5039,0.5008,14.0168,5.5744,150.00668,1,2.348,1.9049e+09,0.2907,0.683
DDO168,10,10,4.12,burkert,,0.5,1,2.3163,0.4633,13.8293,7.12492,2.61333,1,2.262,1.2068e+09,0.2339,0.529
DDO168,10,10,4.12,burkert,,0.6,1,2.5039,0.5008,14.0168,5.5746,147.54891,1,2.348,1.9049e+09,0.2907,0.683
DDO168,10,10,4.12,burkert,,0.7,1,2.5039,0.5008,14.0168,5.57241,179.55323,1,2.348,1.9050e+09,0.2907,0.683
DDO168,10,10,4.12,burkert,,0.8,1,2.3163,0.4633,13.8293,7.12491,2.61331,1,2.262,1.2068e+09,0.2339,0.529
DDO168,10,10,4.12,burkert,,0.9,1,2.3163,0.4633,13.8293,7.12491,2.6133,1,2.262,1.2068e+09,0.2339,0.529
DDO168,10,10,4.12,burkert,,1.0,1,2.3163,0.4633,13.8293,7.12491,2.61331,1,2.262,1.2068e+09,0.2339,0.529
DDO168,10,10,4.12,nfw,,0.1,2,2.8024,1.4012,21.2231,4.46397,300.0,1,1.655,3.1966e+08,0.1,0.165
DDO168,10,10,4.12,nfw,,0.1,2,2.8024,1.4012,21.2231,4.46397,300.0,2,2.36,7.7517e+08,0.1,0.236
DDO168,10,10,4.12,nfw,,0.2,1,3.9148,0.783,15.4278,4.46473,300.0,1,2.193,1.1266e+09,0.2,0.439
DDO168,10,10,4.12,nfw,,0.3,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,nfw,,0.4,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,nfw,,0.5,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,nfw,,0.6,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,nfw,,0.7,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,nfw,,0.8,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,nfw,,0.9,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,nfw,,1.0,1,2.2873,0.4575,13.8003,4.14199,300.0,1,2.297,1.5757e+09,0.2607,0.599
DDO168,10,10,4.12,einasto,0.17,0.1,2,1.8264,0.9132,20.247,3.81079,300.0,1,1.633,2.5801e+08,0.1,0.163
DDO168,10,10,4.12,einasto,0.17,0.1,2,1.8264,0.9132,20.247,3.81079,300.0,2,2.297,6.7812e+08,0.1,0.23
DDO168,10,10,4.12,einasto,0.17,0.2,1,3.128,0.6256,14.6409,3.79476,300.0,1,2.162,1.0004e+09,0.2,0.432
DDO168,10,10,4.12,einasto,0.17,0.3,1,2.2829,0.4566,13.7958,3.79687,149.65617,1,2.274,1.4439e+09,0.2531,0.576
DDO168,10,10,4.12,einasto,0.17,0.4,1,2.2829,0.4566,13.7958,3.79687,149.65506,1,2.274,1.4439e+09,0.2531,0.576
DDO168,10,10,4.12,einasto,0.17,0.5,1,2.2829,0.4566,13.7958,3.79687,149.65655,1,2.274,1.4439e+09,0.2531,0.576
DDO168,10,10,4.12,einasto,0.17,0.6,1,2.2829,0.4566,13.7958,3.79687,149.65633,1,2.274,1.4439e+09,0.2531,0.576
DDO168,10,10,4.12,einasto,0.17,0.7,1,2.2829,0.4566,13.7958,3.79687,149.65734,1,2.274,1.4439e+09,0.2531,0.576
DDO168,10,10,4.12,einasto,0.17,0.8,1,2.2829,0.4566,13.7958,3.79687,149.65812,1,2.274,1.4439e+09,0.2531,0.576
DDO168,10,10,4.12,einasto,0.17,0.9,1,2.2829,0.4566,13.7958,3.79686,149.65841,1,2.274,1.4439e+09,0.2531,0.576
DDO168,10,10,4.12,einasto,0.17,1.0,1,2.2829,0.4566,13.7958,3.79687,149.6537,1,2.274,1.4439e+09,0.2531,0.576
ESO116-G012,7,15,9.86,burkert,,0.1,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.2,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.3,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.4,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.5,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.6,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.7,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.8,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,0.9,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,burkert,,1.0,0,10.1337,0.7795,15.5498,7.82315,3.63867,0,,,,
ESO116-G012,7,15,9.86,nfw,,0.1,2,1.3452,0.1922,23.0096,6.0382,37.64607,1,1.884,1.0602e+09,0.0355,0.067
ESO116-G012,7,15,9.86,nfw,,0.1,2,1.3452,0.1922,23.0096,6.0382,37.64607,2,4.003,4.0164e+09,0.098,0.392
ESO116-G012,7,15,9.86,nfw,,0.2,1,7.3265,0.7326,20.8667,6.37034,22.10114,1,3.876,4.1779e+09,0.2,0.775
ESO116-G012,7,15,9.86,nfw,,0.3,1,4.7123,0.4712,18.2525,6.04762,35.70966,1,3.984,5.6733e+09,0.3,1.195
ESO116-G012,7,15,9.86,nfw,,0.4,1,4.5448,0.4545,18.0851,5.66328,70.7415,1,3.992,6.5352e+09,0.3296,1.316
ESO116-G012,7,15,9.86,nfw,,0.5,1,4.5448,0.4545,18.0851,5.6633,70.73895,1,3.992,6.5352e+09,0.3296,1.316
ESO116-G012,7,15,9.86,nfw,,0.6,1,4.5448,0.4545,18.0851,5.663,70.77953,1,3.992,6.5355e+09,0.3296,1.316
ESO116-G012,7,15,9.86,nfw,,0.7,1,4.5448,0.4545,18.0851,5.66322,70.74935,1,3.992,6.5353e+09,0.3296,1.316
ESO116-G012,7,15,9.86,nfw,,0.8,1,4.5448,0.4545,18.0851,5.66321,70.75095,1,3.992,6.5353e+09,0.3296,1.316
ESO116-G012,7,15,9.86,nfw,,0.9,1,4.5448,0.4545,18.0851,5.66319,70.75377,1,3.992,6.5353e+09,0.3296,1.316
ESO116-G012,7,15,9.86,nfw,,1.0,1,4.5448,0.4545,18.0851,5.66318,70.75578,1,3.992,6.5353e+09,0.3296,1.316
ESO116-G012,7,15,9.86,einasto,0.17,0.1,1,9.8104,0.981,23.3506,5.35092,39.67257,1,3.836,3.2782e+09,0.1,0.384
ESO116-G012,7,15,9.86,einasto,0.17,0.2,1,6.7293,0.6729,20.2695,5.27091,43.31379,1,3.903,4.0728e+09,0.2,0.781
ESO116-G012,7,15,9.86,einasto,0.17,0.3,1,4.5937,0.4594,18.1339,5.05953,57.57437,1,4.052,5.4421e+09,0.3,1.216
ESO116-G012,7,15,9.86,einasto,0.17,0.4,1,4.252,0.4252,17.7923,4.65138,113.89109,1,4.037,6.6187e+09,0.3487,1.408
ESO116-G012,7,15,9.86,einasto,0.17,0.5,1,4.252,0.4252,17.7923,4.65138,113.8911,1,4.037,6.6187e+09,0.3487,1.408
ESO116-G012,7,15,9.86,einasto,0.17,0.6,1,4.252,0.4252,17.7923,4.65138,113.89095,1,4.037,6.6187e+09,0.3487,1.408
ESO116-G012,7,15,9.86,einasto,0.17,0.7,1,4.252,0.4252,17.7923,4.65139,113.88952,1,4.037,6.6187e+09,0.3487,1.408
ESO116-G012,7,15,9.86,einasto,0.17,0.8,1,4.252,0.4252,17.7923,4.65138,113.89072,1,4.037,6.6187e+09,0.3487,1.408
ESO116-G012,7,15,9.86,einasto,0.17,0.9,1,4.252,0.4252,17.7923,4.65138,113.89046,1,4.037,6.6187e+09,0.3487,1.408
ESO116-G012,7,15,9.86,einasto,0.17,1.0,1,4.252,0.4252,17.7923,4.65138,113.89068,1,4.037,6.6187e+09,0.3487,1.408
DDO064,10,14,2.98,burkert,,0.1,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,0.2,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,0.3,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,0.4,0,4.0893,0.3408,9.3674,7.75684,1.90894,0,,,,
DDO064,10,14,2.98,burkert,,0.5,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,0.6,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,0.7,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,0.8,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,0.9,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,burkert,,1.0,0,4.0893,0.3408,9.3674,7.75684,1.90895,0,,,,
DDO064,10,14,2.98,nfw,,0.1,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,nfw,,0.2,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,nfw,,0.3,0,6.654,0.5545,11.9321,4.9259,299.99999,0,,,,
DDO064,10,14,2.98,nfw,,0.4,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,nfw,,0.5,0,6.654,0.5545,11.9322,4.92592,299.98935,0,,,,
DDO064,10,14,2.98,nfw,,0.6,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,nfw,,0.7,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,nfw,,0.8,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,nfw,,0.9,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,nfw,,1.0,0,6.654,0.5545,11.9321,4.9259,300.0,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.1,0,4.6185,0.3849,9.8967,4.30824,249.25853,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.2,0,4.6185,0.3849,9.8967,4.30824,249.2586,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.3,0,4.6185,0.3849,9.8967,4.30824,249.25841,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.4,0,4.6185,0.3849,9.8967,4.30824,249.25839,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.5,0,4.6185,0.3849,9.8967,4.30824,249.25879,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.6,0,4.6185,0.3849,9.8967,4.30824,249.25847,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.7,0,4.6185,0.3849,9.8967,4.30824,249.25846,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.8,0,4.6185,0.3849,9.8967,4.30824,249.25833,0,,,,
DDO064,10,14,2.98,einasto,0.17,0.9,0,4.6185,0.3849,9.8967,4.30824,249.25844,0,,,,
DDO064,10,14,2.98,einasto,0.17,1.0,0,4.6185,0.3849,9.8967,4.30824,249.25864,0,,,,
DDO161,10,31,13.37,burkert,,0.1,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.2,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.3,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.4,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.5,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.6,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.7,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.8,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,0.9,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,burkert,,1.0,0,7.5187,0.2593,14.3867,6.80262,7.39441,0,,,,
DDO161,10,31,13.37,nfw,,0.1,1,9.6298,0.3704,26.7997,4.51052,300.0,1,6.176,1.0856e+09,0.1,0.618
DDO161,10,31,13.37,nfw,,0.2,1,6.3027,0.2424,23.4726,4.47762,300.0,1,6.427,1.6530e+09,0.2,1.285
DDO161,10,31,13.37,nfw,,0.3,1,5.5977,0.2153,22.7676,4.43142,300.0,1,6.856,2.4697e+09,0.2724,1.867
DDO161,10,31,13.37,nfw,,0.4,1,5.5977,0.2153,22.7676,4.43141,300.0,1,6.856,2.4698e+09,0.2724,1.868
DDO161,10,31,13.37,nfw,,0.5,1,5.5977,0.2153,22.7676,4.43142,300.0,1,6.856,2.4697e+09,0.2724,1.867
DDO161,10,31,13.37,nfw,,0.6,1,5.5977,0.2153,22.7676,4.43141,300.0,1,6.856,2.4698e+09,0.2724,1.868
DDO161,10,31,13.37,nfw,,0.7,1,5.5977,0.2153,22.7676,4.43142,300.0,1,6.856,2.4697e+09,0.2724,1.867
DDO161,10,31,13.37,nfw,,0.8,1,5.5977,0.2153,22.7676,4.43141,300.0,1,6.856,2.4698e+09,0.2724,1.868
DDO161,10,31,13.37,nfw,,0.9,1,5.5977,0.2153,22.7676,4.43142,300.0,1,6.856,2.4697e+09,0.2724,1.867
DDO161,10,31,13.37,nfw,,1.0,1,5.5977,0.2153,22.7676,4.43141,300.0,1,6.856,2.4698e+09,0.2724,1.868
DDO161,10,31,13.37,einasto,0.17,0.1,1,6.6083,0.2542,23.7782,3.794,259.46131,1,6.092,9.6064e+08,0.1,0.609
DDO161,10,31,13.37,einasto,0.17,0.2,1,4.2142,0.1621,21.3841,3.70027,300.0,1,6.212,1.4134e+09,0.2,1.242
DDO161,10,31,13.37,einasto,0.17,0.3,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
DDO161,10,31,13.37,einasto,0.17,0.4,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
DDO161,10,31,13.37,einasto,0.17,0.5,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
DDO161,10,31,13.37,einasto,0.17,0.6,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
DDO161,10,31,13.37,einasto,0.17,0.7,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
DDO161,10,31,13.37,einasto,0.17,0.8,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
DDO161,10,31,13.37,einasto,0.17,0.9,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
DDO161,10,31,13.37,einasto,0.17,1.0,1,4.1113,0.1581,21.2812,3.68804,300.0,1,6.36,1.6344e+09,0.2334,1.485
F571-8,5,9,15.55,burkert,,0.1,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.2,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.3,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.4,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.5,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.6,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.7,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.8,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,0.9,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,burkert,,1.0,0,9.3087,1.3298,13.7032,7.46354,8.15727,0,,,,
F571-8,5,9,15.55,nfw,,0.1,2,3.4164,3.4164,20.9942,5.05577,299.99999,1,4.849,6.0006e+09,0.0919,0.446
F571-8,5,9,15.55,nfw,,0.1,2,3.4164,3.4164,20.9942,5.05577,299.99999,2,7.573,1.2107e+10,0.1,0.757
F571-8,5,9,15.55,nfw,,0.2,1,6.6801,1.67,17.6663,5.11574,300.0,1,6.57,1.4100e+10,0.2,1.314
F571-8,5,9,15.55,nfw,,0.3,1,5.7453,1.4363,16.7314,5.05607,300.0,1,6.952,1.9013e+10,0.2594,1.803
F571-8,5,9,15.55,nfw,,0.4,1,5.7453,1.4363,16.7314,5.05605,300.0,1,6.952,1.9014e+10,0.2594,1.803
F571-8,5,9,15.55,nfw,,0.5,1,5.7453,1.4363,16.7314,5.05607,300.0,1,6.952,1.9012e+10,0.2594,1.803
F571-8,5,9,15.55,nfw,,0.6,1,5.7453,1.4363,16.7314,5.05607,300.0,1,6.952,1.9013e+10,0.2594,1.803
F571-8,5,9,15.55,nfw,,0.7,1,5.7453,1.4363,16.7314,5.05607,300.0,1,6.952,1.9012e+10,0.2594,1.803
F571-8,5,9,15.55,nfw,,0.8,1,5.7453,1.4363,16.7314,5.05606,300.0,1,6.952,1.9013e+10,0.2594,1.803
F571-8,5,9,15.55,nfw,,0.9,1,5.7453,1.4363,16.7314,5.05606,300.0,1,6.952,1.9014e+10,0.2594,1.803
F571-8,5,9,15.55,nfw,,1.0,1,5.7453,1.4363,16.7314,5.05607,300.0,1,6.952,1.9012e+10,0.2594,1.803
F571-8,5,9,15.55,einasto,0.17,0.1,2,2.8383,2.8383,20.4161,4.27763,300.0,1,4.829,5.8732e+09,0.0903,0.436
F571-8,5,9,15.55,einasto,0.17,0.1,2,2.8383,2.8383,20.4161,4.27763,300.0,2,7.557,1.1431e+10,0.1,0.756
F571-8,5,9,15.55,einasto,0.17,0.2,1,6.0878,1.522,17.074,4.33752,300.0,1,6.479,1.3114e+10,0.2,1.296
F571-8,5,9,15.55,einasto,0.17,0.3,1,5.2247,1.3062,16.2108,4.28204,300.0,1,6.863,1.7751e+10,0.2588,1.776
F571-8,5,9,15.55,einasto,0.17,0.4,1,5.2247,1.3062,16.2108,4.28205,300.0,1,6.863,1.7750e+10,0.2588,1.776
F571-8,5,9,15.55,einasto,0.17,0.5,1,5.2247,1.3062,16.2108,4.28205,300.0,1,6.863,1.7750e+10,0.2588,1.776
F571-8,5,9,15.55,einasto,0.17,0.6,1,5.2247,1.3062,16.2108,4.28204,300.0,1,6.863,1.7751e+10,0.2588,1.776
